Alibaba's quarterly net income Q3 2015-Q3 2021;
Q3 '15;22703
Q4 '15;12456
Q1 '16;5314
Q2 '16;7142
Q3 '16;7075
Q4 '16;17157
Q1 '17;9852
Q2 '17;14031
Q3 '17;17408
Q4 '17;23332
Q1 '18;6641
Q2 '18;7650
Q3 '18;18241
Q4 '18;30964
Q1 '19;23379
Q2 '19;19122
Q3 '19;70748
Q4 '19;50132
Q1 '20;348
Q2 '20;46437
Q3 '20;26524
Q4 '20;77977
Q1 '21;-7654
Q2 '21;42835
Q3 '21;3377
