0	0.15538
1	0.195246
2	0.242517
3	0.297864
4	0.361872
5	0.435018
6	0.517638
7	0.609905
8	0.711813
9	0.823157
10	0.943521
11	1.07227
12	1.20855
13	1.35129
14	1.4992
15	1.65079
16	1.8044
17	1.95826
18	2.11046
19	2.25909
20	2.40223
21	2.53805
22	2.66486
23	2.78114
24	2.88561
25	2.97723
26	3.05521
27	3.119
28	3.16828
29	3.2029
30	3.22285
31	3.22829
32	3.21949
33	3.19695
34	3.16142
35	3.1141
36	3.05678
37	2.99214
38	2.92403
39	2.85777
40	2.80059
41	2.76194
42	2.75387
43	2.79133
44	2.8924
45	3.07833
46	3.37352
47	3.80508
48	4.40223
49	5.19524
50	6.21406
51	7.4865
52	9.03609
53	10.8797
54	13.0248
55	15.4674
56	18.1895
57	21.1575
58	24.3217
59	27.6163
60	30.9611
61	34.2639
62	37.4247
63	40.3402
64	42.91
65	45.0417
66	46.6567
67	47.6955
68	48.1208
69	47.9201
70	47.1062
71	45.7163
72	43.8087
73	41.4594
74	38.7569
75	35.7965
76	32.6752
77	29.4867
78	26.3169
79	23.2407
80	20.32
81	17.6025
82	15.1219
83	12.8984
84	10.9408
85	9.24748
86	7.80934
87	6.61121
88	5.6339
89	4.85578
90	4.25402
91	3.8056
92	3.48798
93	3.27957
94	3.16003
95	3.11045
96	3.11352
97	3.15356
98	3.21667
99	3.29075
100	3.3656
101	3.43289
102	3.48619
103	3.52087
104	3.53392
105	3.52381
106	3.49018
107	3.43366
108	3.35554
109	3.25758
110	3.14184
111	3.01054
112	2.86602
113	2.71073
114	2.54724
115	2.37836
116	2.20708
117	2.03669
118	1.87072
119	1.71288
120	1.56693
121	1.43656
122	1.32519
123	1.23574
124	1.17044
125	1.13066
126	1.11675
127	1.12794
128	1.16232
129	1.21684
130	1.28748
131	1.36936
132	1.45705
133	1.54482
134	1.62697
135	1.69819
136	1.75385
137	1.79031
138	1.80512
139	1.79719
140	1.76682
141	1.71569
142	1.64676
143	1.56408
144	1.47254
145	1.37764
146	1.28519
147	1.20101
148	1.13067
149	1.07927
150	1.05116
151	1.04978
152	1.07744
153	1.1352
154	1.22274
155	1.33829
156	1.47859
157	1.63896
158	1.81341
159	1.99488
160	2.17553
161	2.34711
162	2.50145
163	2.63089
164	2.72878
165	2.7899
166	2.81076
167	2.78986
168	2.72772
169	2.62685
170	2.49149
171	2.32731
172	2.14095
173	1.93958
174	1.73043
175	1.52035
176	1.31543
177	1.12082
178	0.940461
179	0.777118
180	0.632374
181	0.506762
182	0.399926
183	0.310816
184	0.23789
185	0.179309
186	0.133102
187	0.0973037
188	0.0700547
189	0.0496723
190	0.0346868
191	0.0238558
192	0.0161589
193	0.01078
194	0.00708315
195	0.00458398
196	0.00292197
197	0.00183457
198	0.00113457
199	0.000691159
200	0.000414751
201	0.000245173
202	0.000142775
203	8.19101e-05
204	4.62969e-05
205	2.57818e-05
206	1.41463e-05
207	7.64828e-06
208	4.07475e-06
209	2.13935e-06
210	1.10696e-06
211	5.64526e-07
212	2.83772e-07
213	1.40611e-07
214	6.86866e-08
215	3.30797e-08
216	1.57082e-08
217	7.35534e-09
218	3.39651e-09
219	1.54687e-09
220	6.94878e-10
221	3.07917e-10
222	1.34607e-10
223	5.8056e-11
224	2.47063e-11
225	1.03748e-11
226	4.2993e-12
227	1.75826e-12
228	7.09675e-13
229	2.82718e-13
230	1.11182e-13
231	4.32066e-14
232	1.67152e-14
233	6.77895e-15
234	3.78972e-15
235	4.79984e-15
236	1.07989e-14
237	2.75844e-14
238	7.08969e-14
239	1.79945e-13
240	4.49847e-13
241	1.10726e-12
242	2.68332e-12
243	6.40221e-12
244	1.50391e-11
245	3.47816e-11
246	7.91976e-11
247	1.77545e-10
248	3.91871e-10
249	8.51553e-10
250	1.82187e-09
251	3.83758e-09
252	7.95856e-09
253	1.62498e-08
254	3.26662e-08
255	6.46528e-08
256	1.25983e-07
257	2.41699e-07
258	4.56536e-07
259	8.4901e-07
260	1.5545e-06
261	2.80223e-06
262	4.97345e-06
263	8.6906e-06
264	1.49514e-05
265	2.53252e-05
266	4.2234e-05
267	6.93447e-05
268	0.000112099
269	0.000178416
270	0.00027958
271	0.000431338
272	0.000655196
273	0.000979864
274	0.00144279
275	0.00209161
276	0.00298539
277	0.00419531
278	0.00580456
279	0.00790711
280	0.010605
281	0.0140037
282	0.0182064
283	0.0233048
284	0.0293706
285	0.0364439
286	0.0445227
287	0.0535529
288	0.0634205
289	0.0739473
290	0.0848908
291	0.0959501
292	0.106777
293	0.116992
294	0.126206
295	0.134046
296	0.140176
297	0.144325
298	0.146304
299	0.146023
300	0.143495
301	0.138835
302	0.132255
303	0.124043
304	0.114547
305	0.104147
306	0.0932307
307	0.0821717
308	0.0713078
309	0.060926
310	0.0512531
311	0.0424512
312	0.0346188
313	0.0277963
314	0.0219742
315	0.0171039
316	0.0131077
317	0.00989044
318	0.0073478
319	0.00537469
